,序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
0,1,838971,天马新材,50.16,29.98,11.57,1262.0,6330292.32,0.0,50.16,50.16,50.16,38.59,1.88,0.15,175.04,12.47,5317361380.0,4248065548.0,0.0,0.0,396.14,213.7
1,2,430489,佳先股份,22.77,29.97,5.25,4330.0,9859706.01,0.0,22.77,22.77,22.77,17.52,4.74,0.51,84.75,6.17,3107175984.0,1951246665.0,0.0,0.0,185.7,198.82
2,3,832662,方盛股份,18.14,29.94,4.18,17882.0,32437331.24,0.0,18.14,18.14,18.14,13.96,172.51,7.27,39.78,3.59,1588157036.0,445893662.0,0.0,0.0,92.16,1.51
3,4,873570,坤博精工,46.2,28.91,10.36,5212.0,24081657.6,0.0,46.2,46.2,46.2,35.84,57.97,3.73,79.05,6.14,2107132520.0,646091615.0,0.0,-0.84,69.85,10.5
4,5,837092,汉鑫科技,52.99,27.23,11.34,5399.0,28608029.24,0.0,52.99,52.99,52.99,41.65,28.69,1.69,338.56,8.55,3289603303.0,1691955068.0,0.0,-2.12,137.09,98.84
5,6,430139,华岭股份,25.0,23.89,4.82,29724.0,74309775.0,0.0,25.0,25.0,25.0,20.18,21.86,1.14,-1192.76,6.06,6737684800.0,6515798625.0,0.0,-4.69,147.52,60.67
6,7,834415,恒拓开源,17.0,21.95,3.06,14780.0,25126357.0,0.0,17.0,17.0,17.0,13.94,18.4,1.1,144.63,4.6,2388695279.0,2284444088.0,0.0,-6.18,202.49,169.84
7,8,836807,奔朗新材,8.0,20.3,1.35,7965.0,6372192.0,0.0,8.0,8.0,8.0,6.65,71.97,0.82,38.99,1.57,1455040000.0,778206496.0,0.0,1.27,59.68,10.19
8,9,301297,富乐德,35.98,20.01,6.0,1802.0,6483596.0,0.0,35.98,35.98,35.98,29.98,4.09,0.13,121.72,8.38,12175272200.0,4979272200.0,0.0,0.0,62.95,33.85
9,10,301529,福赛科技,41.02,20.01,6.84,8874.0,36399671.28,0.0,41.02,41.02,41.02,34.18,127.01,2.08,37.5,2.8,3480022354.0,1747747754.0,0.0,0.0,26.6,3.72
10,11,688130,晶华微,32.69,20.01,5.45,6990.0,22849787.0,0.0,32.69,32.69,32.69,27.24,95.14,2.33,-463.4,2.39,3039332776.0,979862776.0,0.0,0.0,69.38,12.03
11,12,300489,光智科技,68.03,20.0,11.34,2833.0,19270177.8,0.0,68.03,68.03,68.03,56.69,59.53,0.21,-132.24,16.38,9365882965.0,9331262226.0,0.0,0.0,218.64,236.12
12,13,688110,东芯股份,25.88,18.88,4.11,16675.0,43154667.0,0.0,25.88,25.88,25.88,21.77,27.09,0.6,-62.8,3.38,11445423737.0,7156770650.0,0.0,-0.92,32.58,-24.83
13,14,300046,台基股份,36.0,17.34,5.32,70604.0,254174400.0,0.0,36.0,36.0,36.0,30.68,33.53,2.98,-3953.82,7.78,8515129356.0,8515129356.0,0.0,-2.23,87.3,126.27
14,15,873693,阿为特,50.0,16.6,7.12,5487.0,27436300.0,0.0,50.0,50.0,50.0,42.88,28.06,2.46,149.43,10.58,3635000000.0,1115000000.0,0.0,0.0,83.69,20.48
15,16,301182,凯旺科技,47.0,16.16,6.54,22317.0,104889900.0,0.0,47.0,47.0,47.0,40.46,38.42,6.2,-103.26,5.09,4503619900.0,1690669900.0,0.0,-3.19,134.88,101.03
16,17,301366,一博科技,50.0,15.58,6.74,14394.0,71970000.0,0.0,50.0,50.0,50.0,43.26,59.91,2.63,68.37,3.47,7500000050.0,2735551700.0,0.0,-3.68,83.08,51.65
17,18,836699,海达尔,41.0,15.43,5.48,2713.0,11122562.0,0.0,41.0,41.0,41.0,35.52,18.49,2.15,29.36,7.24,1870637300.0,517637300.0,0.0,2.5,98.26,148.18
18,19,871857,泓禧科技,16.97,15.36,2.26,2549.0,4325449.36,0.0,16.97,16.97,16.97,14.71,19.94,0.34,50.48,3.27,1255901369.0,1255901369.0,0.0,0.24,44.06,-11.29
19,20,872351,华光源海,9.17,14.63,1.17,6481.0,5943498.82,0.0,9.17,9.17,9.17,8.0,40.64,1.84,56.77,1.8,807284976.0,323338226.0,0.0,-0.33,50.82,0.77
20,21,300134,大富科技,18.71,13.88,2.28,46264.0,86559944.0,0.0,18.71,18.71,18.71,16.43,17.28,0.65,-52.45,3.35,14359887692.0,13329340892.0,0.0,-5.12,202.26,81.3
21,22,833509,同惠电子,12.79,13.39,1.51,3373.0,4313632.14,0.0,12.79,12.79,12.79,11.28,18.59,0.41,54.88,6.43,2070134352.0,1054514755.0,0.0,1.67,67.85,9.04
22,23,832149,利尔达,8.0,13.31,0.94,9992.0,7993744.0,0.0,8.0,8.0,8.0,7.06,12.17,0.87,-41.08,4.48,3373040000.0,916310744.0,0.0,3.36,98.51,9.14
23,24,831641,格利尔,12.99,12.56,1.45,2703.0,3511391.85,0.0,12.99,12.99,12.99,11.54,16.56,0.62,-124.82,2.85,1004321850.0,570641542.0,0.0,-0.08,20.17,-1.59
24,25,300542,新晨科技,29.44,12.54,3.28,70631.0,207937664.0,0.0,29.44,29.44,29.44,26.16,28.31,2.87,-307.04,13.83,8789603427.0,7253583085.0,0.0,-6.21,161.22,124.9
25,26,300508,维宏股份,29.5,12.42,3.26,2610.0,7699500.0,0.0,29.5,29.5,29.5,26.24,24.15,0.46,29.25,4.28,3240165540.0,1688203757.0,0.0,-5.18,56.5,4.54
26,27,835985,海泰新能,8.0,11.89,0.85,4744.0,3795192.0,0.0,8.0,8.0,8.0,7.15,11.53,0.35,15.17,1.87,2475809600.0,1075752632.0,0.0,5.26,47.6,-7.73
27,28,688375,XD国博电,57.5,11.72,6.03,1040.0,5980805.0,0.0,57.5,57.5,57.5,51.47,8.41,0.04,70.07,5.77,34270856750.0,15264659895.0,0.0,-0.86,41.24,8.76
28,29,873576,天力复合,24.5,10.86,2.4,1372.0,3360738.5,0.0,24.5,24.5,24.5,22.1,12.02,0.13,33.93,6.06,2669275000.0,2624683457.0,0.0,0.0,38.73,-4.33
29,30,871981,晶赛科技,41.0,10.57,3.92,3726.0,15276190.0,0.0,41.0,41.0,41.0,37.08,10.32,1.01,276.38,6.15,3135188000.0,1518323931.0,0.0,-6.82,208.97,128.67
30,31,873169,七丰精工,10.0,10.5,0.95,1460.0,1459720.0,0.0,10.0,10.0,10.0,9.05,4.38,0.29,81.71,2.66,817453900.0,504842400.0,0.0,-3.38,48.15,3.2
31,32,688368,晶丰明源,104.5,10.38,9.83,914.0,9548165.0,0.0,104.5,104.5,104.5,94.67,6.91,0.1,-150.42,6.95,9177866115.0,9177866115.0,0.0,-6.7,91.32,35.54
32,33,600770,综艺股份,4.58,10.1,0.42,80544.0,36889276.0,0.0,4.58,4.58,4.58,4.16,31.92,0.62,61.89,1.8,5954000000.0,5954000000.0,0.0,0.0,105.38,-6.72
33,34,002685,华东重机,6.13,10.05,0.56,78000.0,47813699.63,0.0,6.13,6.13,6.13,5.57,11.28,0.77,113.69,4.24,6177143629.0,6176320217.0,0.0,0.0,124.54,71.71
34,35,603095,越剑智能,16.78,10.03,1.53,8571.0,14382138.0,0.0,16.78,16.78,16.78,15.25,80.21,0.46,36.39,1.28,3100944000.0,3100944000.0,0.0,0.0,18.34,7.08
35,36,002272,川润股份,8.67,10.03,0.79,14601.0,12659491.83,0.0,8.67,8.67,8.67,7.88,3.61,0.38,-37.14,2.63,4203886191.0,3290900927.0,0.0,0.0,108.92,27.69
36,37,000958,电投产融,4.5,10.02,0.41,3177.0,1429650.0,0.0,4.5,4.5,4.5,4.09,1.62,0.01,22.86,1.24,24225383340.0,24225282090.0,0.0,0.0,25.7,15.98
37,38,603268,松发股份,19.11,10.02,1.74,291.0,556101.0,0.0,19.11,19.11,19.11,17.37,7.72,0.02,-34.16,58.62,2372865768.0,2372865768.0,0.0,0.0,48.25,10.59
38,39,002837,英维克,32.19,10.01,2.93,29347.0,94468089.57,0.0,32.19,32.19,32.19,29.26,52.48,0.46,64.88,9.2,23806824933.0,20677934658.0,0.0,0.0,37.27,53.43
39,40,002851,麦格米特,37.25,10.01,3.39,3970.0,14789144.0,0.0,37.25,37.25,37.25,33.86,5.14,0.1,29.84,4.2,18776370590.0,15487341871.0,0.0,0.0,51.98,52.79
40,41,600520,文一科技,35.08,10.0,3.19,2798.0,9815384.0,0.0,35.08,35.08,35.08,31.89,4.16,0.18,345.89,15.27,5557724400.0,5557724400.0,0.0,0.0,137.67,37.08
41,42,002845,同兴达,15.51,10.0,1.41,71686.0,111184474.17,0.0,15.51,15.51,15.51,14.1,147.69,2.86,141.67,1.89,5080326945.0,3881150294.0,0.0,0.0,28.71,-12.22
42,43,600171,上海贝岭,33.9,9.99,3.08,18517.0,62772630.0,0.0,33.9,33.9,33.9,30.82,4.54,0.26,91.59,5.8,24032499972.0,24032499972.0,0.0,0.0,65.37,140.08
43,44,002693,双成药业,28.4,9.99,2.58,16493.0,46841199.2,0.0,28.4,28.4,28.4,25.82,6.59,0.4,-347.49,25.9,11777188900.0,11683251526.0,0.0,0.0,571.39,278.16
