,序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
0,1,430425,乐创技术,29.0,29.99,6.69,30461.0,85410221.17,22.68,29.0,23.94,23.94,22.31,7.28,7.5,78.65,6.12,1469399927.0,1178450177.0,0.0,0.0,194.42,39.49
1,2,301000,肇民科技,20.93,20.01,3.49,60759.0,125886642.45,8.14,20.93,19.51,19.51,17.44,8.4,2.66,36.2,4.49,5068397289.0,4783581849.0,0.0,0.0,61.5,41.99
2,3,301209,联合化学,33.89,20.01,5.65,32284.0,104771073.8,19.76,33.89,28.31,28.31,28.24,19.57,13.18,46.13,3.75,2711200000.0,830305000.0,0.0,0.0,57.26,36.87
3,4,300912,凯龙高科,15.84,20.0,2.64,53544.0,81460483.94,14.02,15.84,13.99,13.99,13.2,19.12,6.24,-11.75,2.66,1821314880.0,1359285444.0,0.0,0.0,63.47,-12.05
4,5,301325,曼恩斯特,63.98,19.99,10.66,68761.0,431092260.16,10.05,63.98,58.62,59.0,53.32,15.44,11.88,107.62,3.14,9206252387.0,3704102906.0,0.0,0.0,77.87,-0.02
5,6,300546,雄帝科技,23.05,19.99,3.84,104330.0,225722904.85,18.48,23.05,19.5,19.7,19.21,9.44,7.84,298.59,3.98,4276344128.0,3066533276.0,0.0,0.0,107.84,46.16
6,7,688089,嘉必优,25.1,19.98,4.18,2804.0,7039069.0,0.0,25.1,25.1,25.1,20.92,0.8,0.17,37.77,2.77,4224558912.0,4224558912.0,0.0,0.0,62.04,41.81
7,8,300277,海联讯,17.3,19.97,2.88,10890.0,18839700.0,0.0,17.3,17.3,17.3,14.42,0.68,0.33,961.84,11.9,5795500000.0,5784640790.0,0.0,0.0,175.04,100.46
8,9,688678,福立旺,16.3,19.24,2.63,92203.0,138816424.0,16.24,16.3,14.08,14.08,13.67,14.07,3.79,45.62,2.6,3963574113.0,3963574113.0,2.45,6.12,82.94,25.97
9,10,300937,药易购,31.8,16.74,4.56,65592.0,203398358.44,19.9,32.69,27.27,27.67,27.24,12.84,10.47,163.78,3.59,3042200488.0,1992202330.0,-0.97,7.98,54.52,1.83
10,11,832471,美邦科技,20.2,15.96,2.78,32717.0,65698878.1,20.03,21.8,18.31,18.97,17.42,10.4,11.45,71.04,3.01,1680640000.0,577399689.0,-1.85,2.96,122.22,65.85
11,12,837592,华信永道,101.8,15.68,13.8,40055.0,385873056.69,17.55,106.0,90.56,92.0,88.0,6.81,10.49,-161.99,18.18,6326870000.0,3886847789.0,-2.45,-3.96,481.38,317.56
12,13,870436,大地电气,21.0,14.19,2.61,55333.0,117510447.95,11.31,22.01,19.93,21.17,18.39,11.56,12.38,-66.97,4.66,1983996000.0,938274750.0,1.94,3.24,196.61,91.96
13,14,301212,联盛化学,25.16,14.16,3.12,16001.0,37074361.8,16.24,25.5,21.92,22.2,22.04,17.36,5.93,150.71,2.03,2717280000.0,679320000.0,9.97,10.59,27.13,-6.12
14,15,300390,天华新能,30.79,14.08,3.8,327213.0,954726768.92,13.71,31.0,27.3,27.69,26.99,13.24,4.87,20.78,2.15,25578816763.0,20700745732.0,2.8,-0.03,85.59,26.45
15,16,301171,易点天下,28.04,12.25,3.06,511346.0,1385036940.41,11.01,28.8,26.05,27.63,24.98,17.1,16.56,50.9,3.75,13231680776.0,8658051701.0,-0.14,3.09,116.53,42.62
16,17,300682,朗新集团,17.03,11.75,1.79,431038.0,716453500.08,8.14,17.24,16.0,16.0,15.24,21.94,4.1,86.57,2.47,18486976241.0,17904697057.0,3.15,2.34,109.73,5.71
17,18,301548,崇德科技,58.92,10.84,5.76,20472.0,117874469.87,12.04,61.28,54.88,54.88,53.16,21.21,8.64,45.08,3.51,5126040000.0,1395980895.0,0.37,2.13,23.89,42.18
18,19,688116,天奈科技,42.6,10.74,4.13,212170.0,925018510.0,6.86,45.0,42.36,43.79,38.47,17.52,6.16,60.28,5.37,14678369955.0,14678369955.0,-0.07,-0.72,112.26,48.23
19,20,833533,骏创科技,34.2,10.32,3.2,41041.0,141941956.01,9.29,35.88,33.0,33.0,31.0,4.26,10.9,57.26,9.99,3425167620.0,1287369328.0,-0.41,-1.87,213.19,62.16
20,21,688691,灿芯股份,85.99,10.27,8.01,50996.0,432375463.0,12.18,90.0,80.5,85.0,77.98,17.51,20.0,94.42,7.5,10318800000.0,2192745000.0,2.1,4.1,81.15,342.56
21,22,300499,高澜股份,18.91,10.26,1.76,275879.0,508329554.11,8.51,18.96,17.5,17.89,17.15,6.88,10.16,-245.29,4.17,5772250345.0,5132332957.0,3.45,2.88,78.56,31.87
22,23,600654,中安科,4.03,10.11,0.37,60244.0,24278332.0,0.0,4.03,4.03,4.03,3.66,1.7,0.26,813.01,7.09,11587503330.0,9258041527.0,0.0,0.0,73.71,67.22
23,24,002662,京威股份,4.25,10.1,0.39,454846.0,188700652.7,7.51,4.25,3.96,3.96,3.86,7.64,3.03,14.84,1.49,6375000000.0,6374919675.0,0.0,0.0,49.65,24.63
