,序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
0,1,920111,N聚星,28.0,348.0,21.75,,,0.0,,,,6.25,,0.0,42.98,5.62,4181240000.0,1032878000.0,0.0,0.0,348.0,348.0
1,2,300493,润欣科技,17.27,20.01,2.88,,,0.0,,,,14.39,,0.0,178.79,8.25,8852171062.0,8652149922.0,0.0,0.0,122.27,103.9
2,3,688262,国芯科技,33.47,20.01,5.58,,,0.0,,,,27.89,,0.0,-66.25,5.0,11245917088.0,8847815921.0,0.0,0.0,104.71,14.08
3,4,300277,海联讯,14.42,19.97,2.4,,,0.0,,,,12.02,,0.0,801.72,9.92,4830700000.0,4821648566.0,0.0,0.0,127.8,67.09
4,5,300657,弘信电子,23.75,18.75,3.75,,,0.0,,,,20.0,,0.0,159.04,8.74,11599738830.0,10845696328.0,-1.04,-1.04,81.71,22.49
5,6,870436,大地电气,16.5,16.61,2.35,,,0.0,,,,14.15,,0.0,-52.62,3.66,1558854000.0,737215875.0,-2.94,-6.25,127.27,50.82
6,7,688316,青云科技-U,46.0,16.49,6.51,,,0.0,,,,39.49,,0.0,-26.28,18.43,2198785648.0,1653434120.0,3.51,5.89,76.99,-11.18
7,8,300173,福能东方,6.8,16.04,0.94,,,0.0,,,,5.86,,0.0,553.54,5.5,4996134746.0,4996134746.0,-3.27,-3.27,97.67,38.49
8,9,688382,益方生物-U,12.8,10.54,1.22,,,0.0,,,,11.58,,0.0,-18.14,4.25,7382338496.0,5116356032.0,-1.54,-1.54,65.59,-15.46
9,10,002671,龙泉股份,5.34,10.1,0.49,,,0.0,,,,4.85,,0.0,28.46,1.8,3014786493.0,2949705585.0,0.0,0.0,47.51,-10.85
10,11,002165,红 宝 丽,4.91,10.09,0.45,,,0.0,,,,4.46,,0.0,58.74,1.79,3610174900.0,3572660825.0,0.0,0.0,38.7,18.89
11,12,002298,中电兴发,6.33,10.09,0.58,,,0.0,,,,5.75,,0.0,-9.35,1.45,4684902003.0,4137702083.0,0.0,0.0,59.05,9.9
12,13,603222,济民健康,8.42,10.07,0.77,,,0.0,,,,7.65,,0.0,116.7,2.81,4421262978.0,4421262978.0,0.0,0.0,42.23,5.12
13,14,000557,西部创业,6.89,10.06,0.63,,,0.0,,,,6.26,,0.0,33.62,1.65,10048201924.0,10045042604.0,0.0,0.0,63.66,42.65
14,15,002383,合众思壮,10.18,10.05,0.93,,,0.0,,,,9.25,,0.0,-88.7,4.12,7536867905.0,6273886001.0,0.0,0.0,68.26,35.91
15,16,000826,启迪环境,3.18,10.03,0.29,,,0.0,,,,2.89,,0.0,-3.06,1.56,4532623329.0,4531811510.0,0.0,0.0,106.49,11.19
16,17,002065,东华软件,7.79,10.03,0.71,,,0.0,,,,7.08,,0.0,38.23,2.11,24970707701.0,22652709646.0,0.0,0.0,72.73,27.29
17,18,000929,兰州黄河,9.66,10.02,0.88,,,0.0,,,,8.78,,0.0,-34.79,3.28,1794499560.0,1794385794.0,0.0,0.0,61.27,-1.43
18,19,002547,春兴精工,5.27,10.02,0.48,,,0.0,,,,4.79,,0.0,-25.23,89.67,5944861275.0,5816721215.0,0.0,0.0,114.23,12.85
19,20,600482,中国动力,25.92,10.02,2.36,,,0.0,,,,23.56,,0.0,58.05,1.5,57520055664.0,57520055664.0,0.0,0.0,14.74,44.8
20,21,600006,东风股份,7.58,10.01,0.69,,,0.0,,,,6.89,,0.0,-99.18,1.86,15160000000.0,15160000000.0,0.0,0.0,11.31,32.06
21,22,002889,东方嘉盛,25.49,10.01,2.32,,,0.0,,,,23.17,,0.0,28.73,2.9,6876245615.0,4464548443.0,0.0,0.0,61.02,39.29
22,23,002651,利君股份,8.9,10.01,0.81,,,0.0,,,,8.09,,0.0,56.97,3.31,9197794000.0,5032626405.0,0.0,0.0,36.29,29.36
23,24,601869,长飞光纤,32.0,10.0,2.91,,,0.0,,,,29.09,,0.0,31.75,2.09,24252963456.0,13002826048.0,0.0,0.0,32.07,18.74
24,25,603955,大千生态,15.51,10.0,1.41,,,0.0,,,,14.1,,0.0,103.06,1.36,2105017200.0,2105017200.0,0.0,0.0,78.89,5.58
25,26,601828,美凯龙,4.4,10.0,0.4,,,0.0,,,,4.0,,0.0,-7.62,0.4,19160823761.0,15899166972.0,0.0,0.0,76.0,13.7
26,27,300379,东方通,22.0,10.0,2.0,,,0.0,,,,20.0,,0.0,-50.22,3.51,12274302216.0,11586026408.0,-8.33,-8.33,178.48,20.35
27,28,600619,海立股份,20.48,9.99,1.86,,,0.0,,,,18.62,,0.0,725.93,3.6,21982093435.0,16162299863.0,0.0,0.0,277.86,201.18
28,29,002849,威星智能,19.6,9.99,1.78,,,0.0,,,,17.82,,0.0,48.96,3.25,4324426714.0,3722293722.0,0.0,0.0,93.1,5.26
29,30,300991,创益通,25.0,9.99,2.27,,,0.0,,,,22.73,,0.0,-633.48,5.65,3600000000.0,2247300000.0,-8.32,-8.36,54.7,44.09
30,31,600206,有研新材,16.08,9.99,1.46,,,0.0,,,,14.62,,0.0,89.1,3.51,13612577579.0,13612577579.0,0.0,0.0,80.47,31.27
31,32,601698,中国卫通,24.68,9.98,2.24,,,0.0,,,,22.44,,0.0,162.61,6.65,104257831968.0,104257831968.0,0.0,0.0,50.58,42.74
32,33,002290,禾盛新材,18.41,9.98,1.67,,,0.0,,,,16.74,,0.0,39.92,5.76,4567747995.0,4551869370.0,0.0,0.0,53.54,41.51
33,34,600292,远达环保,15.33,9.97,1.39,,,0.0,,,,13.94,,0.0,101.59,2.3,11969922924.0,11969922924.0,0.0,0.0,211.59,153.81
34,35,002848,高斯贝尔,11.14,9.97,1.01,,,0.0,,,,10.13,,0.0,-20.17,16.93,1862051000.0,1819908447.0,0.0,0.0,63.82,-5.11
35,36,002402,和而泰,14.12,9.97,1.28,,,0.0,,,,12.84,,0.0,27.58,2.8,13068657064.0,11315503222.0,0.0,0.0,46.47,-0.14
36,37,000599,青岛双星,5.74,9.96,0.52,,,0.0,,,,5.22,,0.0,-19.42,2.7,4688196585.0,4688090395.0,0.0,0.0,65.9,28.99
37,38,002510,天汽模,7.41,9.94,0.67,,,0.0,,,,6.74,,0.0,57.92,3.3,6980684007.0,6904422050.0,0.0,0.0,104.13,53.42
38,39,000657,中钨高新,11.19,9.92,1.01,,,0.0,,,,10.18,,0.0,56.86,2.67,15628294109.0,13957389243.0,-0.09,-0.09,38.15,34.01
39,40,600654,中安科,3.66,9.91,0.33,,,0.0,,,,3.33,,0.0,738.37,6.44,10523638260.0,8408047640.0,0.0,0.0,58.44,51.87
40,41,833580,科创新材,18.0,9.89,1.62,,,0.0,,,,16.38,,0.0,148.88,4.71,1548000000.0,1006264098.0,-9.09,-15.41,218.02,123.33
41,42,002077,大港股份,17.87,9.83,1.6,,,0.0,,,,16.27,,0.0,195.98,3.13,10370827927.0,10370827927.0,-0.17,-0.17,47.44,17.18
42,43,000670,盈方微,8.16,9.83,0.73,,,0.0,,,,7.43,,0.0,-142.32,372.37,6930184858.0,5892390770.0,-0.12,-0.12,71.79,20.35
43,44,600081,东风科技,12.0,9.79,1.07,,,0.0,,,,10.93,,0.0,81.27,1.46,6636314040.0,6636314040.0,-0.17,-0.17,40.02,7.53
44,45,600110,诺德股份,5.42,9.72,0.48,,,0.0,,,,4.94,,0.0,-32.43,1.62,9404680651.0,9404680651.0,-0.18,-0.18,73.16,-3.9
45,46,600345,长江通信,23.15,9.46,2.0,,,0.0,,,,21.15,,0.0,114.95,2.21,7630520856.0,4583700000.0,-0.52,-0.52,26.85,20.01
46,47,600841,动力新科,7.3,9.45,0.63,,,0.0,,,,6.67,,0.0,-6.02,2.38,10131099023.0,6717052061.0,-0.54,-0.54,78.92,23.52
47,48,001217,华尔泰,11.48,9.44,0.99,,,0.0,,,,10.49,,0.0,35.6,1.69,3809867600.0,1526043506.0,-0.43,-0.52,21.48,-18.12
48,49,838971,天马新材,44.98,9.39,3.86,,,0.0,,,,41.12,,0.0,141.87,10.89,4768239930.0,3809369784.0,5.12,6.03,399.22,181.3
49,50,605218,伟时电子,34.0,9.29,2.89,,,0.0,,,,31.11,,0.0,172.96,5.67,7236337640.0,7236337640.0,-0.64,-0.64,114.51,30.62
50,51,301248,杰创智能,17.75,9.23,1.5,,,0.0,,,,16.25,,0.0,-35.01,1.83,2728263750.0,1810693031.0,1.89,1.84,24.56,1.37
51,52,688249,晶合集成,23.13,8.95,1.9,,,0.0,,,,21.23,,0.0,124.77,2.22,46401906181.0,27217788493.0,0.09,0.09,57.35,34.09
52,53,603918,金桥信息,15.0,8.77,1.21,,,0.0,,,,13.79,,0.0,-57.14,5.32,5497843890.0,5493429390.0,-1.12,-1.12,60.94,-19.61
53,54,688627,精智达,96.77,8.73,7.77,,,0.0,,,,89.0,,0.0,132.8,5.37,9097517435.0,6910497629.0,-5.13,5.18,122.31,8.96
54,55,002796,世嘉科技,13.55,8.4,1.05,,,0.0,,,,12.5,,0.0,91.34,3.97,3420385145.0,3069704845.0,-1.45,-1.45,55.93,19.81
